Station,Year,Month,Temp
Lista,1985,1,7.13005050505051
Lista,1985,2,6.05893939393939
Lista,1985,3,4.27974747474747
Lista,1985,4,5.14323232323232
Lista,1985,5,5.24131313131313
Lista,1985,6,5.98762626262626
Lista,1985,7,8.86439393939394
Lista,1985,8,11.4711616161616
Lista,1985,9,11.0228282828283
Lista,1985,10,10.9942929292929
Lista,1985,11,10.3790909090909
Lista,1985,12,9.17813131313131
Lista,1986,1,5.53141414141414
Lista,1986,2,3.96434343434343
Lista,1986,3,5.38661616161616
Lista,1986,4,4.9500505050505
Lista,1986,5,5.28590909090909
Lista,1986,6,6.54207070707071
Lista,1986,7,8.78151515151515
Lista,1986,8,12.6011616161616
Lista,1986,9,13.1553535353535
Lista,1986,10,11.7880808080808
Lista,1986,11,9.21752525252525
Lista,1986,12,7.78131313131313
Lista,1987,1,5.59565656565657
Lista,1987,2,5.50166666666667
Lista,1987,3,4.43060606060606
Lista,1987,4,4.93227272727273
Lista,1987,5,4.60686868686869
Lista,1987,6,6.27520202020202
Lista,1987,7,7.6879797979798
Lista,1987,8,9.42282828282828
Lista,1987,9,10.5196464646465
Lista,1987,10,9.71782828282828
Lista,1987,11,10.2963636363636
Lista,1987,12,7.94262626262626
Lista,1988,1,6.31813131313131
Lista,1988,2,6.57010101010101
Lista,1988,3,5.00227272727273
Lista,1988,4,5.88050505050505
Lista,1988,5,6.80984848484849
Lista,1988,6,6.86873737373737
Lista,1988,7,8.55171717171717
Lista,1988,8,12.4726767676768
Lista,1988,9,10.855202020202
Lista,1988,10,11.4035353535354
Lista,1988,11,11.3956565656566
Lista,1988,12,8.85712121212121
Lista,1989,1,6.66424242424242
Lista,1989,2,6.42055555555556
Lista,1989,3,5.87111111111111
Lista,1989,4,6.23843434343434
Lista,1989,5,7.13873737373737
Lista,1989,6,NaN
Lista,1989,7,10.0886868686869
Lista,1989,8,11.3500505050505
Lista,1989,9,11.5488383838384
Lista,1989,10,12.1358080808081
Lista,1989,11,10.22
Lista,1989,12,7.7259595959596
Lista,1990,1,7.21232323232323
Lista,1990,2,6.79782828282828
Lista,1990,3,6.41070707070707
Lista,1990,4,6.87075757575758
Lista,1990,5,7.25752525252525
Lista,1990,6,8.5810101010101
Lista,1990,7,11.5927777777778
Lista,1990,8,NaN
Lista,1990,9,12.4678282828283
Lista,1990,10,11.0657575757576
Lista,1990,11,11.154595959596
Lista,1990,12,8.96393939393939
Lista,1991,1,6.94434343434343
Lista,1991,2,6.18257575757576
Lista,1991,3,5.17909090909091
Lista,1991,4,6.62964646464646
Lista,1991,5,6.36525252525252
Lista,1991,6,8.14070707070707
Lista,1991,7,10.5649494949495
Lista,1991,8,11.0696464646465
Lista,1991,9,13.0835353535354
Lista,1991,10,11.5151515151515
Lista,1991,11,10.6616666666667
Lista,1991,12,8.87924242424242
Lista,1992,1,7.24959595959596
Lista,1992,2,NaN
Lista,1992,3,5.92247474747475
Lista,1992,4,5.86044444444445
Lista,1992,5,7.17138888888889
Lista,1992,6,8.02372727272727
Lista,1992,7,7.99434343434343
Lista,1992,8,11.6252121212121
Lista,1992,9,NaN
Lista,1992,10,12.5107070707071
Lista,1992,11,10.5187878787879
Lista,1992,12,9.25060606060606
Lista,1993,1,5.86958585858586
Lista,1993,2,6.31708585858586
Lista,1993,3,6.00018686868687
Lista,1993,4,5.69840404040404
Lista,1993,5,6.89362626262626
Lista,1993,6,7.11423737373737
Lista,1993,7,9.81680808080808
Lista,1993,8,10.5480606060606
Lista,1993,9,13.0653787878788
Lista,1993,10,10.8884747474747
Lista,1993,11,9.46020707070707
Lista,1993,12,8.55009595959596
Lista,1994,1,5.61713131313131
Lista,1994,2,3.5264696969697
Lista,1994,3,3.87534848484849
Lista,1994,4,4.47186363636364
Lista,1994,5,5.95545454545455
Lista,1994,6,7.35139393939394
Lista,1994,7,10.388202020202
Lista,1994,8,9.76544444444444
Lista,1994,9,10.4985858585859
Lista,1994,10,9.1924696969697
Lista,1994,11,7.93877777777778
Lista,1994,12,6.76370202020202
Lista,1995,1,7.32920707070707
Lista,1995,2,6.23590909090909
Lista,1995,3,5.05152525252525
Lista,1995,4,5.55011111111111
Lista,1995,5,6.50735353535354
Lista,1995,6,7.50114646464646
Lista,1995,7,7.60622727272727
Lista,1995,8,9.67883333333333
Lista,1995,9,9.78676767676768
Lista,1995,10,10.8313535353535
Lista,1995,11,9.66355555555556
Lista,1995,12,9.15266161616162
Lista,1996,1,5.14281313131313
Lista,1996,2,4.96434343434343
Lista,1996,3,5.98361616161616
Lista,1996,4,6.11416666666667
Lista,1996,5,6.56848484848485
Lista,1996,6,6.6550202020202
Lista,1996,7,9.24288888888889
Lista,1996,8,11.7779646464646
Lista,1996,9,9.76412626262626
Lista,1996,10,10.7278686868687
Lista,1996,11,9.30374242424242
Lista,1996,12,7.84466666666667
Lista,1997,1,6.2909898989899
Lista,1997,2,6.3165
Lista,1997,3,4.76722222222222
Lista,1997,4,5.53637878787879
Lista,1997,5,6.62777272727273
Lista,1997,6,8.39657070707071
Lista,1997,7,8.91832828282828
Lista,1997,8,12.6167676767677
Lista,1997,9,10.9767070707071
Lista,1997,10,9.87786868686869
Lista,1997,11,10.0581313131313
Lista,1997,12,8.12966666666667
Lista,1998,1,7.1640303030303
Lista,1998,2,7.07101515151515
Lista,1998,3,5.55042929292929
Lista,1998,4,5.39515151515152
Lista,1998,5,6.10519191919192
Lista,1998,6,7.64752525252525
Lista,1998,7,11.5403737373737
Lista,1998,8,12.9724191919192
Lista,1998,9,11.4040252525253
Lista,1998,10,11.2746363636364
Lista,1998,11,9.83376262626263
Lista,1998,12,7.40750505050505
Lista,1999,1,5.37337878787879
Lista,1999,2,5.52584848484848
Lista,1999,3,5.15893434343434
Lista,1999,4,5.27776767676768
Lista,1999,5,6.34308080808081
Lista,1999,6,8.1675202020202
Lista,1999,7,10.7164191919192
Lista,1999,8,11.3409595959596
Lista,1999,9,11.9331868686869
Lista,1999,10,12.4279595959596
Lista,1999,11,9.20439898989899
Lista,1999,12,8.23362121212121
Lista,2000,1,7.22017676767677
Lista,2000,2,6.28896464646465
Lista,2000,3,5.46273232323232
Lista,2000,4,5.82925252525253
Lista,2000,5,6.77940404040404
Lista,2000,6,9.146
Lista,2000,7,10.4233737373737
Lista,2000,8,11.8912525252525
Lista,2000,9,12.605595959596
Lista,2000,10,12.5012121212121
Lista,2000,11,11.4636414141414
Lista,2000,12,8.87320202020202
Lista,2001,1,7.85369696969697
Lista,2001,2,6.54022727272727
Lista,2001,3,4.90660606060606
Lista,2001,4,5.22359595959596
Lista,2001,5,5.7459898989899
Lista,2001,6,7.89009595959596
Lista,2001,7,9.85062626262626
Lista,2001,8,12.6665151515152
Lista,2001,9,11.6835505050505
Lista,2001,10,12.9299646464646
Lista,2001,11,11.8539343434343
Lista,2001,12,9.28159595959596
Lista,2002,1,7.84862626262626
Lista,2002,2,6.50920202020202
Lista,2002,3,5.56717676767677
Lista,2002,4,6.38290909090909
Lista,2002,5,7.1889797979798
Lista,2002,6,8.36971717171717
Lista,2002,7,10.9928484848485
Lista,2002,8,12.8794696969697
Lista,2002,9,12.8317222222222
Lista,2002,10,11.1483434343434
Lista,2002,11,11.6455252525253
Lista,2002,12,9.27411111111111
Lista,2003,1,5.82661111111111
Lista,2003,2,3.98786363636364
Lista,2003,3,NaN
Lista,2003,4,5.5594898989899
Lista,2003,5,7.52592929292929
Lista,2003,6,8.1299494949495
Lista,2003,7,11.1343484848485
Lista,2003,8,11.4082929292929
Lista,2003,9,12.9459444444444
Lista,2003,10,10.9783686868687
Lista,2003,11,8.27674242424242
Lista,2003,12,6.04362626262626
Lista,2004,1,6.35924242424242
Lista,2004,2,5.7269595959596
Lista,2004,3,5.74596464646465
Lista,2004,4,6.27535353535354
Lista,2004,5,6.67887878787879
Lista,2004,6,7.85871717171717
Lista,2004,7,11.2077727272727
Lista,2004,8,12.3741313131313
Lista,2004,9,12.5431313131313
Lista,2004,10,12.6403333333333
Lista,2004,11,11.5937878787879
Lista,2004,12,9.19068686868687
Lista,2005,1,6.93725757575758
Lista,2005,2,5.5425
Lista,2005,3,5.58751515151515
Lista,2005,4,6.76109595959596
Lista,2005,5,7.31850505050505
Lista,2005,6,8.57785353535354
Lista,2005,7,9.36758585858586
Lista,2005,8,10.9701515151515
Lista,2005,9,13.5404696969697
Lista,2005,10,13.220196969697
Lista,2005,11,11.1492575757576
Lista,2005,12,9.31522222222222
Lista,2006,1,6.20834343434343
Lista,2006,2,6.99572727272727
Lista,2006,3,4.72346464646465
Lista,2006,4,6.12026262626263
Lista,2006,5,6.33212121212121
Lista,2006,6,7.3990404040404
Lista,2006,7,9.86130303030303
Lista,2006,8,12.232398989899
Lista,2006,9,12.8904747474747
Lista,2006,10,12.4937777777778
Lista,2006,11,12.043303030303
Lista,2006,12,8.97377777777778
Lista,2007,1,8.03844949494949
Lista,2007,2,6.44844444444444
Lista,2007,3,5.94669191919192
